Empresa,Resolución,Fecha,Expediente,Multa (UT),Unidad,Multa ($),Discriminación,Tipo Sanción,Año
Telecom Argentina S.A.,2316-ENACOM/2016,04/01/16,6018-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2016
Telecom Argentina S.A.,2402-ENACOM/2016,09/01/16,10657-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,2403-ENACOM/2016,09/01/16,11041-EXPCNC/2013,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,2404-ENACOM/2016,09/01/16,11753-EXPCNC/2013,$ 2.200.000,UT,$ 103.180,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,2405-ENACOM/2016,09/01/16,17592-EXPCNC/2014,$ 700.000,UT,$ 32.830,Facturación,Multa,2016
Telecom Argentina S.A.,2406-ENACOM/2016,09/01/16,9058-EXPCNC/2014,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,2407-ENACOM/2016,09/01/16,874-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,2408-ENACOM/2016,09/01/16,10063-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,2640-ENACOM/2016,17/01/16,6118-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,2641-ENACOM/2016,17/01/16,1520-EXPAFTIC/2015,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,2696-ENACOM/2016,17/01/16,4438-EXPCNC/2013,$ 800.000,UT,$ 37.520,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,3197-ENACOM/2016,24/01/16,7494-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Cambio de Domicilio,Multa,2016
Telefónica de Argentina S.A.,3198-ENACOM/2016,24/01/16,4524-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3199-ENACOM/2016,24/01/16,2899-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,3200-ENACOM/2016,24/01/16,6538-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2016
Telecentro,3228-ENACOM/2016,24/01/16,5752-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2016
Telefónica de Argentina S.A.,3229-ENACOM/2016,24/01/16,2166-EXPAFTIC/2015,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3230-ENACOM/2016,24/01/16,5037-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,3231-ENACOM/2016,24/01/16,2586-EXPCNC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,3233-ENACOM/2016,24/01/16,13780-EXPCNC/2013,$ 1.200.000,UT,$ 56.280,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3234-ENACOM/2016,24/01/16,5145-EXPCNC/2014,$ 3.700.000,UT,$ 173.530,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3235-ENACOM/2016,24/01/16,98-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3237-ENACOM/2016,24/01/16,10902-EXPCNC/2014,$ 400.000,UT,$ 18.760,Baja Servicio,Multa,2016
Telecom Personal S.A.,1474-ENACOM/2016,18/01/16,16965-EXPCNC/2014,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,1459-ENACOM/2016,18/01/16,32-EXPAFTIC/2015,$ 6.000,UT,$ 281,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3786-ENACOM/2016,10/01/16,5401-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Coop. de La Lonja,3202-ENACOM/2016,24/01/16,3765-EXPENACOM/2016,$ 200.000,UT,$ 9.380,Internet,Multa,2016
Telefónica de Argentina S.A.,841-ENACOM/2016,05/01/16,185-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Internet,Multa,2016
Telefónica de Argentina S.A.,3507-ENACOM/2016,03/01/16,6164-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
A.M.X. Argentina S.A.,3509-ENACOM/2016,03/01/16,5023-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telefónica de Argentina S.A.,3510-ENACOM/2016,03/01/16,6020-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3515-ENACOM/2016,03/01/16,17979-EXPCNC/2014,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telefónica de Argentina S.A.,3777-ENACOM/2016,10/01/16,1250-EXPCNC/2015,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3696-ENACOM/2016,08/01/16,6426-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Larga Distancia,Multa,2016
Telefónica de Argentina S.A.,3693-ENACOM/2016,08/01/16,3811-EXPCNC/2014,$ 3.000.000,UT,$ 140.700,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3695-ENACOM/2016,08/01/16,1305-EXPCNC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3288-ENACOM/2016,31/01/16,13811-EXPCNC/2014,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3289-ENACOM/2016,31/01/16,3761-EXPCNC/2014,$ 800.000,UT,$ 37.520,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,3290-ENACOM/2016,31/01/16,2527-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3291-ENACOM/2016,31/01/16,1572-EXPAFTIC/2015,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3508-ENACOM/2016,03/01/16,2296-EXPAFTIC/2015,$ 100.000,UT,$ 4.690,Facturación,Multa,2016
Telecom Personal S.A.,3511-ENACOM/2016,03/01/16,5679-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Facturación y Servicios,Multa,2016
Telecom Argentina S.A.,3513-ENACOM/2016,03/01/16,1144-EXPCNC/2014,$ 2.700.000,UT,$ 126.630,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3514-ENACOM/2016,03/01/16,9122-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3770-ENACOM/2016,10/01/16,1225-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3774-ENACOM/2016,10/01/16,10378-EXPCNC/2013,$ 2.500.000,UT,$ 117.250,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3592-ENACOM/2016,06/01/16,3567-EXPCNC/2014,$ 2.500.000,UT,$ 117.250,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3586-ENACOM/2016,06/01/16,8418-EXPCNC/2014,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2016
Telefónica de Argentina S.A.,3517-ENACOM/2016,03/01/16,2271-EXPAFTIC/2015,$ 1.600.000,UT,$ 75.040,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,4672-ENACOM/2016,30/01/16,4673-EXPAFTIC/2015,$ 1.000.000,UT,$ 46.900,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3590-ENACOM/2016,06/01/16,3765-EXPCNC/2014,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Personal S.A.,4673-ENACOM/2016,30/01/16,2632-EXPCNC/2013,$ 800.000,UT,$ 37.520,Cambio de Titularidad,Multa,2016
Telefónica de Argentina S.A.,3781-ENACOM/2016,10/01/16,126-EXPAFTIC/2015,$ 500.000,UT,$ 23.450,Facturación,Multa,2016
Telefónica de Argentina S.A.,3788-ENACOM/2016,10/01/16,17581-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Cambio de Domicilio,Multa,2016
Telecom Personal S.A.,3782-ENACOM/2016,10/01/16,4368-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Varios,Multa,2016
Telecom Argentina S.A.,3778-ENACOM/2016,10/01/16,2007-EXPCNC/2014,$ 3.600.000,UT,$ 168.840,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3516-ENACOM/2016,03/01/16,3810-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3776-ENACOM/2016,10/01/16,1317-EXPCNC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,3773-ENACOM/2016,10/01/16,587-EXPCNC/2015,$ 6.000.000,UT,$ 281.400,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3694-ENACOM/2016,08/01/16,13810-EXPCNC/2014,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3526-ENACOM/2016,03/01/16,10294-EXPCNC/2014,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,3591-ENACOM/2016,06/01/16,11208-EXPCNC/2014,$ 3.200.000,UT,$ 150.080,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,3585-ENACOM/2016,06/01/16,909-EXPCNC/2014,$ 800.000,UT,$ 37.520,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3527-ENACOM/2016,03/01/16,8229-EXPCNC/2014,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telefónica de Argentina S.A.,3935-ENACOM/2016,14/01/16,4211-EXPAFTIC/2015,$ 100.000,UT,$ 4.690,Varios,Multa,2016
Telefónica de Argentina S.A.,3529-ENACOM/2016,03/01/16,2812-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Facturación,Multa,2016
Telefónica de Argentina S.A.,3928-ENACOM/2016,14/01/16,9467-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3522-ENACOM/2016,03/01/16,819-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3521-ENACOM/2016,03/01/16,302-EXPCNC/2015,$ 8.000.000,UT,$ 375.200,Instalación Servicio,Multa,2016
Telefónica Moviles Argentina,3518-ENACOM/2016,03/01/16,444-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3519-ENACOM/2016,03/01/16,468-EXPCNC/2015,$ 200.000,UT,$ 9.380,Baja Servicio,Multa,2016
Telecom Argentina S.A.,3520-ENACOM/2016,03/01/16,590-EXPCNC/2015,$ 4.000.000,UT,$ 187.600,Internet,Multa,2016
Telefónica de Argentina S.A.,3523-ENACOM/2016,03/01/16,3297-EXPCNC/2014,$ 900.000,UT,$ 42.210,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3525-ENACOM/2016,03/01/16,12266-EXPCNC/2014,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3528-ENACOM/2016,03/01/16,9115-EXPCNC/2014,$ 4.500.000,UT,$ 211.050,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3530-ENACOM/2016,03/01/16,10292-EXPCNC/2014,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2016
Telefónica de Argentina S.A.,3927-ENACOM/2016,14/01/16,85-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3932-ENACOM/2016,14/01/16,1780-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telecentro,3779-ENACOM/2016,10/01/16,17222-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3533-ENACOM/2016,03/01/16,3815-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3697-ENACOM/2016,08/01/16,1598-EXPAFTIC/2015,$ 600.000,UT,$ 28.140,Facturación,Multa,2016
Telecom Personal S.A.,3811-ENACOM/2016,13/01/16,220-EXPCNC/2015,$ 400.000,UT,$ 18.760,Contrato,Multa,2016
Telecom Argentina S.A.,3531-ENACOM/2016,03/01/16,15512-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3532-ENACOM/2016,03/01/16,1853-EXPCNC/2015,$ 500.000,UT,$ 23.450,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,3534-ENACOM/2016,03/01/16,17584-EXPCNC/2014,$ 900.000,UT,$ 42.210,Facturación,Multa,2016
Telecom Argentina S.A.,3557-ENACOM/2016,06/01/16,5808-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3559-ENACOM/2016,06/01/16,5993-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,3560-ENACOM/2016,06/01/16,12497-EXPCNC/2014,$ 100.000,UT,$ 4.690,Facturación,Multa,2016
Telefónica de Argentina S.A.,3561-ENACOM/2016,06/01/16,5252-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Personal S.A.,3562-ENACOM/2016,06/01/16,14578-EXPCNC/2014,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3563-ENACOM/2016,06/01/16,5266-EXPCNC/2014,$ 500.000,UT,$ 23.450,Cambio de Número,Multa,2016
Telecom Argentina S.A.,3564-ENACOM/2016,06/01/16,13806-EXPCNC/2014,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3933-ENACOM/2016,14/01/16,5830-EXPAFTIC/2015,$ 500.000,UT,$ 23.450,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3589-ENACOM/2016,06/01/16,1214-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4224-ENACOM/2016,21/01/16,3607-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Internet,Multa,2016
Telefónica de Argentina S.A.,4233-ENACOM/2016,21/01/16,90-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4231-ENACOM/2016,21/01/16,338-EXPAFTIC/2015,$ 100.000,UT,$ 4.690,Baja Servicio,Multa,2016
Telecom Argentina S.A.,3587-ENACOM/2016,06/01/16,10141-EXPCNC/2014,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,3588-ENACOM/2016,06/01/16,2027-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3593-ENACOM/2016,06/01/16,219-EXPCNC/2014,$ 1.800.000,UT,$ 84.420,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3692-ENACOM/2016,08/01/16,12258-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,3771-ENACOM/2016,10/01/16,3548-EXPCNC/2014,$ 3.600.000,UT,$ 168.840,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3775-ENACOM/2016,10/01/16,5712-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,3783-ENACOM/2016,10/01/16,9712-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3784-ENACOM/2016,10/01/16,12148-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3785-ENACOM/2016,10/01/16,682-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3787-ENACOM/2016,10/01/16,8339-EXPCNC/2014,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3789-ENACOM/2016,10/01/16,13776-EXPCNC/2013,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4193-ENACOM/2016,21/01/16,1865-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4225-ENACOM/2016,21/01/16,17143-EXPCNC/2014,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,4219-ENACOM/2016,21/01/16,2493-EXPCNC/2014,$ 7.600.000,UT,$ 356.440,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3790-ENACOM/2016,10/01/16,5067-EXPCNC/2014,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3791-ENACOM/2016,10/01/16,2814-EXPCNC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,3792-ENACOM/2016,10/01/16,1290-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3793-ENACOM/2016,10/01/16,14480-EXPCNC/2013,$ 400.000,UT,$ 18.760,Bloqueo Servicio,Multa,2016
Telecom Personal S.A.,3794-ENACOM/2016,10/01/16,4637-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Bloqueo Servicio,Multa,2016
Telecom Argentina S.A.,3795-ENACOM/2016,10/01/16,2376-EXPAFTIC/2015,$ 1.700.000,UT,$ 79.730,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3796-ENACOM/2016,10/01/16,12703-EXPCNC/2013,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3797-ENACOM/2016,10/01/16,814-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3798-ENACOM/2016,10/01/16,1873-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3799-ENACOM/2016,10/01/16,13957-EXPCNC/2013,$ 2.000.000,UT,$ 93.800,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,3800-ENACOM/2016,10/01/16,2268-EXPAFTIC/2015,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telefónica Moviles Argentina,3804-ENACOM/2016,13/01/16,2750-EXPCNC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3805-ENACOM/2016,13/01/16,10236-EXPCNC/2014,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2016
Telefónica de Argentina S.A.,3806-ENACOM/2016,13/01/16,9458-EXPCNC/2014,$ 4.500.000,UT,$ 211.050,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3807-ENACOM/2016,13/01/16,2270-EXPAFTIC/2015,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3808-ENACOM/2016,13/01/16,2335-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3809-ENACOM/2016,13/01/16,95-EXPCNC/2014,$ 2.500.000,UT,$ 117.250,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3810-ENACOM/2016,13/01/16,13797-EXPCNC/2013,$ 800.000,UT,$ 37.520,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,3812-ENACOM/2016,13/01/16,1016-EXPCNC/2014,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3813-ENACOM/2016,13/01/16,477-EXPCNC/2015,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,3814-ENACOM/2016,13/01/16,6350-EXPCNC/2014,$ 400.000,UT,$ 18.760,Servicios,Multa,2016
Telecom Argentina S.A.,3815-ENACOM/2016,13/01/16,13809-EXPCNC/2014,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3839-ENACOM/2016,13/01/16,806-EXPCNC/2014,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3840-ENACOM/2016,13/01/16,11100-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3841-ENACOM/2016,13/01/16,8831-EXPCNC/2014,$ 10.800.000,UT,$ 506.520,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3842-ENACOM/2016,13/01/16,2471-EXPCNC/2014,$ 8.000.000,UT,$ 375.200,Reparación Servicio,Multa,2016
Telefónica Moviles Argentina,3843-ENACOM/2016,13/01/16,5944-EXPCNC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3844-ENACOM/2016,13/01/16,5513-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3845-ENACOM/2016,13/01/16,4714-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3848-ENACOM/2016,13/01/16,10064-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3926-ENACOM/2016,14/01/16,12865-EXPCNC/2013,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3929-ENACOM/2016,14/01/16,1791-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,3846-ENACOM/2016,13/01/16,10085-EXPCNC/2014,$ 8.000.000,UT,$ 375.200,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3847-ENACOM/2016,13/01/16,449-EXPAFTIC/2015,$ 100.000,UT,$ 4.690,Facturación,Multa,2016
Telecom Argentina S.A.,3930-ENACOM/2016,14/01/16,13808-EXPCNC/2014,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3931-ENACOM/2016,14/01/16,12276-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telecom Personal S.A.,3934-ENACOM/2016,14/01/16,5075-EXPAFTIC/2015,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3936-ENACOM/2016,14/01/16,886-EXPCNC/2014,$ 2.300.000,UT,$ 107.870,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3937-ENACOM/2016,14/01/16,17280-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3938-ENACOM/2016,14/01/16,870-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,3939-ENACOM/2016,14/01/16,8325-EXPCNC/2013,$ 800.000,UT,$ 37.520,Facturación,Multa,2016
Telecom Argentina S.A.,3940-ENACOM/2016,14/01/16,475-EXPCNC/2015,$ 800.000,UT,$ 37.520,Facturación,Multa,2016
Telecom Argentina S.A.,3941-ENACOM/2016,14/01/16,266-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Cambio de Domicilio,Multa,2016
Telefónica Moviles Argentina,3942-ENACOM/2016,14/01/16,396-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telefónica de Argentina S.A.,3943-ENACOM/2016,14/01/16,5919-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Facturación,Multa,2016
Telecom Argentina S.A.,3944-ENACOM/2016,14/01/16,2369-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
A.M.X. Argentina S.A.,3945-ENACOM/2016,14/01/16,2717-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Facturación,Multa,2016
Telefónica de Argentina S.A.,3947-ENACOM/2016,14/01/16,3768-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3948-ENACOM/2016,14/01/16,8457-EXPCNC/2014,$ 2.400.000,UT,$ 112.560,Cambio de Domicilio,Multa,2016
Telecom Argentina S.A.,3949-ENACOM/2016,14/01/16,12726-EXPCNC/2014,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3950-ENACOM/2016,14/01/16,12910-EXPCNC/2014,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3951-ENACOM/2016,14/01/16,12234-EXPCNC/2013,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3952-ENACOM/2016,14/01/16,13182-EXPCNC/2013,$ 2.500.000,UT,$ 117.250,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3953-ENACOM/2016,14/01/16,3000-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2016
Telecom Personal S.A.,3772-ENACOM/2016,10/01/16,6358-EXPAFTIC/2015,$ 1.200.000,UT,$ 56.280,Facturación,Multa,2016
Telecom Argentina S.A.,3954-ENACOM/2016,14/01/16,33-EXPCNC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3955-ENACOM/2016,14/01/16,3775-EXPCNC/2014,$ 2.400.000,UT,$ 112.560,Instalación Servicio,Multa,2016
Telecom Argentina S.A.,3956-ENACOM/2016,14/01/16,10839-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,3957-ENACOM/2016,14/01/16,2781-EXPAFTIC/2015,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4292-ENACOM/2016,21/01/16,2434-EXPAFTIC/2015,$ 3.200.000,UT,$ 150.080,Reparación Servicio,Multa,2016
Telecom Personal S.A.,4230-ENACOM/2016,21/01/16,12066-EXPCNC/2013,$ 400.000,UT,$ 18.760,Presuscripción,Multa,2016
Telecentro,4961-ENACOM/2016,07/01/16,5700-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2016
Telecom Argentina S.A.,4198-ENACOM/2016,21/01/16,9895-EXPCNC/2014,$ 1.500.000,UT,$ 70.350,Reparación Servicio,Multa,2016
Telmex Argentina,4223-ENACOM/2016,21/01/16,6356-EXPCNC/2015,$ 900.000,UT,$ 42.210,Reparación Servicio,Multa,2016
Telefónica Moviles Argentina,4129-ENACOM/2016,16/01/16,17167-EXPCNC/2014,$ 4.800.000,UT,$ 225.120,Reparación Servicio,Multa,2016
Telefónica de Argentina S.A.,4106-ENACOM/2016,16/01/16,4616-EXPAFTIC/2015,$ 500.000,UT,$ 23.450,Cambio de Tecnología,Multa,2016
Telecom Argentina S.A.,4194-ENACOM/2016,21/01/16,6886-EXPCNC/2015,$ 100.000,UT,$ 4.690,Servicios Gratuitos,Multa,2016
