Empresa,Resolución,Fecha,Expediente,Multa (UT),Unidad,Multa ($),Discriminación,Tipo Sanción,Año
Telecom Argentina S.A.,3739-APN-ENACOM#MM/2018,10/01/18,12515-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,3903-APN-ENACOM#MM/2018,15/01/18,1503-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3904-APN-ENACOM#MM/2018,15/01/18,6140-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3905-APN-ENACOM#MM/2018,15/01/18,6138-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3906-APN-ENACOM#MM/2018,15/01/18,6245-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3907-APN-ENACOM#MM/2018,15/01/18,11122-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3908-APN-ENACOM#MM/2018,15/01/18,12011-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3909-APN-ENACOM#MM/2018,15/01/18,9290-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3910-APN-ENACOM#MM/2018,15/01/18,9436-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3911-APN-ENACOM#MM/2018,15/01/18,12418-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3912-APN-ENACOM#MM/2018,15/01/18,9326-EXPENACOM/2017,$ 100.000,UT,$ 4.690,Facturación,Multa,2018
Telefónica de Argentina S.A.,3913-APN-ENACOM#MM/2018,15/01/18,8578-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3914-APN-ENACOM#MM/2018,15/01/18,9652-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3915-APN-ENACOM#MM/2018,15/01/18,7007-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3916-APN-ENACOM#MM/2018,15/01/18,8937-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3917-APN-ENACOM#MM/2018,15/01/18,10428-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3918-APN-ENACOM#MM/2018,15/01/18,15318-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,1922-APN-ENACOM#MM/2018,20/01/18,13120-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,2713-APN-ENACOM#MM/2018,10/01/18,887-EXPENACOM/2016,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3794-APN-ENACOM#MM/2018,11/01/18,8045-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3795-APN-ENACOM#MM/2018,11/01/18,8575-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3796-APN-ENACOM#MM/2018,11/01/18,9734-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3797-APN-ENACOM#MM/2018,11/01/18,10601-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3798-APN-ENACOM#MM/2018,11/01/18,8255-EXPENACOM/2016,,UT,$ 0,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3888-APN-ENACOM#MM/2018,15/01/18,12170-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3889-APN-ENACOM#MM/2018,15/01/18,13541-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3890-APN-ENACOM#MM/2018,15/01/18,8674-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3891-APN-ENACOM#MM/2018,15/01/18,6179-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3892-APN-ENACOM#MM/2018,15/01/18,10679-EXPCNC/2014,$ 8.000.000,UT,$ 375.200,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3893-APN-ENACOM#MM/2018,15/01/18,6013-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3894-APN-ENACOM#MM/2018,15/01/18,5703-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3895-APN-ENACOM#MM/2018,15/01/18,8894-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3919-APN-ENACOM#MM/2018,15/01/18,12436-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3896-APN-ENACOM#MM/2018,15/01/18,5380-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3920-APN-ENACOM#MM/2018,15/01/18,12530-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3897-APN-ENACOM#MM/2018,15/01/18,5099-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,3921-APN-ENACOM#MM/2018,15/01/18,12531-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3898-APN-ENACOM#MM/2018,15/01/18,13768-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3899-APN-ENACOM#MM/2018,15/01/18,12808-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3922-APN-ENACOM#MM/2018,16/01/18,6277-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3900-APN-ENACOM#MM/2018,15/01/18,8966-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3901-APN-ENACOM#MM/2018,15/01/18,12068-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3902-APN-ENACOM#MM/2018,15/01/18,5236-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3923-APN-ENACOM#MM/2018,16/01/18,14836-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecentro,3924-APN-ENACOM#MM/2018,16/01/18,5451-EXPENACOM/2017,$ 100.000,UT,$ 4.690,Facturación,Multa,2018
Telecom Argentina S.A.,3925-APN-ENACOM#MM/2018,16/01/18,7940-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3926-APN-ENACOM#MM/2018,16/01/18,6066-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3927-APN-ENACOM#MM/2018,16/01/18,12095-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3928-APN-ENACOM#MM/2018,16/01/18,13589-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,3929-APN-ENACOM#MM/2018,16/01/18,5979-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3930-APN-ENACOM#MM/2018,16/01/18,11516-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,3931-APN-ENACOM#MM/2018,16/01/18,11947-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3932-APN-ENACOM#MM/2018,16/01/18,6668-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3938-APN-ENACOM#MM/2018,16/01/18,15125-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3933-APN-ENACOM#MM/2018,16/01/18,11542-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3939-APN-ENACOM#MM/2018,16/01/18,12564-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3934-APN-ENACOM#MM/2018,16/01/18,5569-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3935-APN-ENACOM#MM/2018,16/01/18,7436-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3936-APN-ENACOM#MM/2018,16/01/18,11734-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3937-APN-ENACOM#MM/2018,16/01/18,8239-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3940-APN-ENACOM#MM/2018,16/01/18,6740-EXPENACOM/2017,$ 100.000,UT,$ 4.690,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3941-APN-ENACOM#MM/2018,16/01/18,15798-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3942-APN-ENACOM#MM/2018,16/01/18,8913-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3943-APN-ENACOM#MM/2018,16/01/18,14593-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,3944-APN-ENACOM#MM/2018,16/01/18,11592-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3945-APN-ENACOM#MM/2018,16/01/18,6575-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,3946-APN-ENACOM#MM/2018,16/01/18,12633-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telefónica de Argentina S.A.,3947-APN-ENACOM#MM/2018,16/01/18,13668-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,3948-APN-ENACOM#MM/2018,16/01/18,8495-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3949-APN-ENACOM#MM/2018,16/01/18,6001-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3950-APN-ENACOM#MM/2018,16/01/18,8887-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3951-APN-ENACOM#MM/2018,16/01/18,11445-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3952-APN-ENACOM#MM/2018,16/01/18,14104-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,3953-APN-ENACOM#MM/2018,16/01/18,10356-EXPCNC/2014,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4157-APN-ENACOM#MM/2018,21/01/18,9787-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4158-APN-ENACOM#MM/2018,21/01/18,16575-EXPCNC/2014,$ 3.500.000,UT,$ 164.150,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4159-APN-ENACOM#MM/2018,21/01/18,15334-EXPCNC/2014,$ 12.000.000,UT,$ 562.800,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4160-APN-ENACOM#MM/2018,21/01/18,8849-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4161-APN-ENACOM#MM/2018,21/01/18,10227-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,4162-APN-ENACOM#MM/2018,21/01/18,8198-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4163-APN-ENACOM#MM/2018,21/01/18,1758-EXPCNC/2014,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4164-APN-ENACOM#MM/2018,21/01/18,3794-EXPENACOM/2016,$ 4.000.000,UT,$ 187.600,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4165-APN-ENACOM#MM/2018,21/01/18,10393-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4166-APN-ENACOM#MM/2018,21/01/18,9017-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4167-APN-ENACOM#MM/2018,21/01/18,13688-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4168-APN-ENACOM#MM/2018,21/01/18,6568-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,4169-APN-ENACOM#MM/2018,21/01/18,2369-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4170-APN-ENACOM#MM/2018,21/01/18,8355-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4171-APN-ENACOM#MM/2018,21/01/18,7457-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Personal S.A.,4172-APN-ENACOM#MM/2018,21/01/18,12215-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telefónica de Argentina S.A.,4173-APN-ENACOM#MM/2018,21/01/18,8077-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4174-APN-ENACOM#MM/2018,21/01/18,6346-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica Moviles Argentina,4175-APN-ENACOM#MM/2018,21/01/18,14033-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4286-APN-ENACOM#MM/2018,22/01/18,10116-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecentro,4287-APN-ENACOM#MM/2018,22/01/18,10743-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4288-APN-ENACOM#MM/2018,22/01/18,12243-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4137-APN-ENACOM#MM/2018,21/01/18,8687-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4289-APN-ENACOM#MM/2018,22/01/18,11451-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4138-APN-ENACOM#MM/2018,21/01/18,3879-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4290-APN-ENACOM#MM/2018,22/01/18,13201-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,4139-APN-ENACOM#MM/2018,21/01/18,8220-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4291-APN-ENACOM#MM/2018,22/01/18,6651-EXPENACOM/2016,$ 2.400.000,UT,$ 112.560,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4292-APN-ENACOM#MM/2018,22/01/18,7817-EXPENACOM/2017,$ 800.000,UT,$ 37.520,Facturación,Multa,2018
Telecom Argentina S.A.,4140-APN-ENACOM#MM/2018,21/01/18,6659-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Personal S.A.,4293-APN-ENACOM#MM/2018,22/01/18,9411-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Facturación,Multa,2018
Telecom Argentina S.A.,4141-APN-ENACOM#MM/2018,21/01/18,8236-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4442-APN-ENACOM#MM/2018,24/01/18,13745-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4142-APN-ENACOM#MM/2018,21/01/18,5719-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4143-APN-ENACOM#MM/2018,21/01/18,7981-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4144-APN-ENACOM#MM/2018,21/01/18,13667-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4443-APN-ENACOM#MM/2018,24/01/18,10035-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4444-APN-ENACOM#MM/2018,24/01/18,9788-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4145-APN-ENACOM#MM/2018,21/01/18,7982-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4445-APN-ENACOM#MM/2018,24/01/18,10818-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4146-APN-ENACOM#MM/2018,21/01/18,10065-EXPENACOM/2017,$ 1.200.000,UT,$ 56.280,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4446-APN-ENACOM#MM/2018,24/01/18,10918-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4147-APN-ENACOM#MM/2018,21/01/18,10621-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4148-APN-ENACOM#MM/2018,21/01/18,8590-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4149-APN-ENACOM#MM/2018,21/01/18,5756-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4150-APN-ENACOM#MM/2018,21/01/18,8723-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4151-APN-ENACOM#MM/2018,21/01/18,11597-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4152-APN-ENACOM#MM/2018,21/01/18,15053-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4153-APN-ENACOM#MM/2018,21/01/18,13781-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4154-APN-ENACOM#MM/2018,21/01/18,11109-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,4155-APN-ENACOM#MM/2018,21/01/18,9557-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4156-APN-ENACOM#MM/2018,21/01/18,11779-EXPCNC/2014,$ 800.000,UT,$ 37.520,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4447-APN-ENACOM#MM/2018,24/01/18,10843-EXPCNC/2014,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4480-APN-ENACOM#MM/2018,31/01/18,6106-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telefónica de Argentina S.A.,4481-APN-ENACOM#MM/2018,31/01/18,13337-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Cambio de Domicilio,Multa,2018
Telecom Argentina S.A.,4483-APN-ENACOM#MM/2018,31/01/18,8306-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4177-APN-ENACOM#MM/2018,21/01/18,9871-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Personal S.A.,4484-APN-ENACOM#MM/2018,31/01/18,1374-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Portabilidad,Multa,2018
Telecom Argentina S.A.,4178-APN-ENACOM#MM/2018,21/01/18,9229-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Instalación Servicio,Multa,2018
Telecom Argentina S.A.,4485-APN-ENACOM#MM/2018,31/01/18,10414-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4179-APN-ENACOM#MM/2018,21/01/18,11155-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4180-APN-ENACOM#MM/2018,21/01/18,8579-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4486-APN-ENACOM#MM/2018,31/01/18,12304-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4181-APN-ENACOM#MM/2018,21/01/18,13610-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4487-APN-ENACOM#MM/2018,31/01/18,10353-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4276-APN-ENACOM#MM/2018,22/01/18,10082-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Plantel Exterior,Multa,2018
Telefónica de Argentina S.A.,4277-APN-ENACOM#MM/2018,22/01/18,9785-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4489-APN-ENACOM#MM/2018,31/01/18,12571-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4278-APN-ENACOM#MM/2018,22/01/18,17065-EXPENACOM/2016,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4279-APN-ENACOM#MM/2018,22/01/18,7069-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4280-APN-ENACOM#MM/2018,22/01/18,7438-EXPENACOM/2017,,UT,$ 0,Guia Telefónica,Apercibimiento,2018
Telecom Argentina S.A.,4281-APN-ENACOM#MM/2018,22/01/18,6348-EXPENACOM/2017,$ 400.000,UT,$ 18.760,-,Multa,2018
Telecom Argentina S.A.,4282-APN-ENACOM#MM/2018,22/01/18,3880-EXPENACOM/2017,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4283-APN-ENACOM#MM/2018,22/01/18,10869-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,4284-APN-ENACOM#MM/2018,22/01/18,10846-EXPENACOM/2017,$ 400.000,UT,$ 18.760,Reparación Servicio,Multa,2018
Telecom Argentina S.A.,4285-APN-ENACOM#MM/2018,22/01/18,13784-EXPCNC/2014,$ 2.000.000,UT,$ 93.800,Reparación Servicio,Multa,2018
Telefónica de Argentina S.A.,1-APN-ENACOM#MCO/2017,03/01/17,6091-EXPENACOM/2016,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2017
Telefónica de Argentina S.A.,3-APN-ENACOM#MCO/2017,03/01/17,8767-EXPCNC/2013,$ 800.000,UT,$ 37.520,Instalación Servicio,Multa,2017
Telecom Personal S.A.,5-APN-ENACOM#MCO/2017,03/01/17,5557-EXPAFTIC/2015,$ 800.000,UT,$ 37.520,Facturación,Multa,2017
Telecom Argentina S.A.,7-APN-ENACOM#MCO/2017,03/01/17,4396-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Internet,Multa,2017
Telmex Argentina,8-APN-ENACOM#MCO/2017,03/01/17,2264-EXPAFTIC/2015,$ 1.600.000,UT,$ 75.040,Reparación Servicio,Multa,2017
Telecom Argentina S.A.,9-APN-ENACOM#MCO/2017,03/01/17,4630-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Facturación,Multa,2017
Telefónica de Argentina S.A.,10-APN-ENACOM#MCO/2017,03/01/17,7113-EXPCNC/2014,$ 400.000,UT,$ 18.760,Presuscripción,Multa,2017
Telecom Argentina S.A.,11-APN-ENACOM#MCO/2017,03/01/17,4430-EXPCNC/2013,$ 800.000,UT,$ 37.520,Instalación Servicio,Multa,2017
Telecom Argentina S.A.,12-APN-ENACOM#MCO/2017,03/01/17,3836-EXPENACOM/2016,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2017
Telecom Argentina S.A.,13-APN-ENACOM#MCO/2017,03/01/17,4631-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Corte de Servicio,Multa,2017
Telefónica de Argentina S.A.,14-APN-ENACOM#MCO/2017,03/01/17,7156-EXPAFTIC/2015,$ 1.600.000,UT,$ 75.040,Cambio de Domicilio,Multa,2017
Telecom Personal S.A.,15-APN-ENACOM#MCO/2017,03/01/17,1391-EXPENACOM/2016,$ 800.000,UT,$ 37.520,Facturación,Multa,2017
Telefónica Moviles Argentina,17-APN-ENACOM#MCO/2017,03/01/17,7149-EXPAFTIC/2015,$ 200.000,UT,$ 9.380,Cambio de Plan,Multa,2017
Telecom Argentina S.A.,16-APN-ENACOM#MCO/2017,03/01/17,3097-EXPENACOM/2016,$ 400.000,UT,$ 18.760,Facturación,Multa,2017
Telecom Argentina S.A.,18-APN-ENACOM#MCO/2017,03/01/17,3835-EXPENACOM/2016,$ 500.000,UT,$ 23.450,Reparación Servicio,Multa,2017
